"TileInfoId","TagMapEntryId","Key"
"42","3577","983043"
"42","3578","983041"
"42","3579","983046"
"42","3580","983047"
"42","3581","983044"
"42","3582","983045"
"42","3583","983048"
"43","3584","983042"
"43","3585","983043"
"43","3586","983041"
"43","3587","983046"
"43","3588","983047"
"43","3589","983044"
"43","3590","983045"
"43","3591","983048"
"44","3592","983042"
"44","3593","983043"
"44","3594","983041"
"44","3595","983046"
"44","3596","983047"
"44","3597","983044"
"44","3598","983045"
"44","3599","983048"
"45","3600","983042"
"45","3601","983043"
"45","3602","983041"
"45","3603","983046"
"45","3604","983047"
"45","3605","983044"
"45","3606","983045"
"45","3607","983048"
"46","3608","983042"
"46","3609","983043"
"46","3610","983041"
"46","3611","983046"
"46","3612","983047"
"46","3613","983044"
"46","3614","983045"
"46","3615","983048"
"47","3616","983042"
"47","3617","983043"
"47","3618","983041"
"47","3619","983046"
"47","3620","983047"
"47","3621","983044"
"47","3622","983045"
"47","3623","983048"
"48","3624","983042"
"48","3625","983043"
"48","3626","983041"
"48","3627","983046"
"48","3628","983047"
"48","3629","983044"
"48","3630","983045"
"48","3631","983048"
"49","3632","983042"
"49","3633","983043"
"49","3634","983041"
"49","3635","983046"
"49","3636","983047"
"49","3637","983044"
"49","3638","983045"
"49","3639","983048"
"50","3640","983042"
"50","3641","983043"
"50","3642","983041"
"50","3643","983046"
"50","3644","983047"
"50","3645","983044"
"50","3646","983045"
"50","3647","983048"
"51","3648","983042"
"51","3649","983043"
"51","3650","983041"
"51","3651","983046"
"51","3652","983047"
"51","3653","983044"
"51","3654","983045"
"51","3655","983048"
"52","3656","983042"
"52","3657","983043"
"52","3658","983041"
"52","3659","983046"
"52","3660","983047"
"52","3661","983044"
"52","3662","983045"
"52","3663","983048"
"53","3664","983042"
"53","3665","983043"
"53","3666","983041"
"53","3667","983046"
"53","3668","983047"
"53","3669","983044"
"53","3670","983045"
"53","3671","983048"
"54","3672","983042"
"54","3673","983043"
"54","3674","983041"
"54","3675","983046"
"54","3676","983047"
"54","3677","983044"
"54","3678","983045"
"54","3679","983048"
"55","3680","983042"
"55","3681","983043"
"55","3682","983041"
"55","3683","983046"
"55","3684","983047"
"55","3685","983044"
"55","3686","983045"
"55","3687","983048"
"56","3688","983042"
"56","3689","983043"
"56","3690","983041"
"56","3691","983046"
"56","3692","983047"
"56","3693","983044"
"56","3694","983045"
"56","3695","983048"
"57","3696","983042"
"57","3697","983043"
"57","3698","983041"
"57","3699","983046"
"57","3700","983047"
"57","3701","983044"
"57","3702","983045"
"57","3703","983048"
"58","3704","983042"
"58","3705","983043"
"58","3706","983041"
"58","3707","983046"
"58","3708","983047"
"58","3709","983044"
"58","3710","983045"
"58","3711","983048"
"59","3712","983042"
"59","3713","983043"
"59","3714","983041"
"59","3715","983046"
"59","3716","983047"
"59","3717","983044"
"59","3718","983045"
"59","3719","983048"
"60","3720","983042"
"60","3721","983043"
"60","3722","983041"
"60","3723","983046"
"60","3724","983047"
"60","3725","983044"
"60","3726","983045"
"60","3727","983048"
"61","3728","983042"
"61","3729","983043"
"61","3730","983041"
"61","3731","983046"
"61","3732","983047"
"61","3733","983044"
"61","3734","983045"
"61","3735","983048"
"62","3736","983042"
"62","3737","983043"
"62","3738","983041"
"62","3739","983046"
"62","3740","983047"
"62","3741","983044"
"62","3742","983045"
"62","3743","983048"
"63","3744","983042"
"63","3745","983043"
"63","3746","983041"
"63","3747","983046"
"63","3748","983047"
"63","3749","983044"
"63","3750","983045"
"63","3751","983048"
"64","3752","983042"
"64","3753","983043"
"64","3754","983041"
"64","3755","983046"
"64","3756","983047"
"64","3757","983044"
"64","3758","983045"
"64","3759","983048"
"66","3860","983042"
"66","3861","983043"
"66","3862","983041"
"66","3863","983046"
"66","3864","983047"
"66","3865","983044"
"66","3866","983045"
"66","3867","983048"
"67","3868","983042"
"67","3869","983043"
"67","3870","983041"
"67","3871","983046"
"67","3872","983047"
"67","3873","983044"
"67","3874","983045"
"67","3875","983048"
"68","3876","983042"
"68","3877","983043"
"68","3878","983041"
"68","3879","983046"
"68","3880","983047"
"68","3881","983044"
"68","3882","983045"
"68","3883","983048"
"69","3884","983042"
"69","3885","983043"
"69","3886","983041"
"69","3887","983046"
"69","3888","983047"
"69","3889","983044"
"69","3890","983045"
"69","3891","983048"
"70","3892","983042"
"70","3893","983043"
"70","3894","983041"
"70","3895","983046"
"70","3896","983047"
"70","3897","983044"
"70","3898","983045"
"70","3899","983048"
"71","3900","983042"
"71","3901","983043"
"71","3902","983041"
"71","3903","983046"
"71","3904","983047"
"71","3905","983044"
"71","3906","983045"
"71","3907","983048"
"72","3908","983042"
"72","3909","983043"
"72","3910","983041"
"72","3911","983046"
"72","3912","983047"
"72","3913","983044"
"72","3914","983045"
"72","3915","983048"
"73","3916","983042"
"73","3917","983043"
"73","3918","983041"
"73","3919","983046"
"73","3920","983047"
"73","3921","983044"
"73","3922","983045"
"73","3923","983048"
"74","3924","983042"
"74","3925","983043"
"74","3926","983041"
"74","3927","983046"
"74","3928","983047"
"74","3929","983044"
"74","3930","983045"
"74","3931","983048"
"75","3932","983042"
"75","3933","983043"
"75","3934","983041"
"75","3935","983046"
"75","3936","983047"
"75","3937","983044"
"75","3938","983045"
"75","3939","983048"
"76","3940","983042"
"76","3941","983043"
"76","3942","983041"
"76","3943","983046"
"76","3944","983047"
"76","3945","983044"
"76","3946","983045"
"76","3947","983048"
"77","3948","983042"
"77","3949","983043"
"77","3950","983041"
"77","3951","983046"
"77","3952","983047"
"77","3953","983044"
"77","3954","983045"
"77","3955","983048"
"78","3956","983042"
"78","3957","983043"
"78","3958","983041"
"78","3959","983046"
"78","3960","983047"
"78","3961","983044"
"78","3962","983045"
"78","3963","983048"
"79","3964","983042"
"79","3965","983043"
"79","3966","983041"
"79","3967","983046"
"79","3968","983047"
"79","3969","983044"
"79","3970","983045"
"79","3971","983048"
"80","3972","983042"
"80","3973","983043"
"80","3974","983041"
"80","3975","983046"
"80","3976","983047"
"80","3977","983044"
"80","3978","983045"
"80","3979","983048"
"81","3980","983042"
"81","3981","983043"
"81","3982","983041"
"81","3983","983046"
"81","3984","983047"
"81","3985","983044"
"81","3986","983045"
"81","3987","983048"
"82","3988","983042"
"82","3989","983043"
"82","3990","983041"
"82","3991","983046"
"82","3992","983047"
"82","3993","983044"
"82","3994","983045"
"82","3995","983048"
"83","3996","983042"
"83","3997","983043"
"83","3998","983041"
"83","3999","983046"
"83","4000","983047"
"83","4001","983044"
"83","4002","983045"
"83","4003","983048"
"84","4004","983042"
"84","4005","983043"
"84","4006","983041"
"84","4007","983046"
"84","4008","983047"
"84","4009","983044"
"84","4010","983045"
"84","4011","983048"
"85","4012","983042"
"85","4013","983043"
"85","4014","983041"
"85","4015","983046"
"85","4016","983047"
"85","4017","983044"
"85","4018","983045"
"85","4019","983048"
"86","4020","983042"
"86","4021","983043"
"86","4022","983041"
"86","4023","983046"
"86","4024","983047"
"86","4025","983044"
"86","4026","983045"
"86","4027","983048"
"87","4028","983042"
"87","4029","983043"
"87","4030","983041"
"87","4031","983046"
"87","4032","983047"
"87","4033","983044"
"87","4034","983045"
"87","4035","983048"
"88","4036","983042"
"88","4037","983043"
"88","4038","983041"
"88","4039","983046"
"88","4040","983047"
"88","4041","983044"
"88","4042","983045"
"88","4043","983048"
"89","4044","983042"
"89","4045","983043"
"89","4046","983041"
"89","4047","983046"
"89","4048","983047"
"89","4049","983044"
"89","4050","983045"
"89","4051","983048"
"90","4052","983042"
"90","4053","983043"
"90","4054","983041"
"90","4055","983046"
"90","4056","983047"
"90","4057","983044"
"90","4058","983045"
"90","4059","983048"
"91","4060","983042"
"91","4061","983043"
"91","4062","983041"
"91","4063","983046"
"91","4064","983047"
"91","4065","983044"
"91","4066","983045"
"91","4067","983048"
"92","4068","983042"
"92","4069","983043"
"92","4070","983041"
"92","4071","983046"
"92","4072","983047"
"92","4073","983044"
"92","4074","983045"
"92","4075","983048"
"93","4076","983042"
"93","4077","983043"
"93","4078","983041"
"93","4079","983046"
"93","4080","983047"
"93","4081","983044"
"93","4082","983045"
"93","4083","983048"
"94","4084","983042"
"94","4085","983043"
"94","4086","983041"
"94","4087","983046"
"94","4088","983047"
"94","4089","983044"
"94","4090","983045"
"94","4091","983048"
"95","4092","983042"
"95","4093","983043"
"95","4094","983041"
"95","4095","983046"
"95","4096","983047"
"95","4097","983044"
"95","4098","983045"
"95","4099","983048"
"96","4100","983042"
"96","4101","983043"
"96","4102","983041"
"96","4103","983046"
"96","4104","983047"
"96","4105","983044"
"96","4106","983045"
"96","4107","983048"
"97","4108","983042"
"97","4109","983043"
"97","4110","983041"
"97","4111","983046"
"97","4112","983047"
"97","4113","983044"
"97","4114","983045"
"97","4115","983048"
"98","4116","983042"
"98","4117","983043"
"98","4118","983041"
"98","4119","983046"
"98","4120","983047"
"98","4121","983044"
"98","4122","983045"
"98","4123","983048"
"99","4124","983042"
"99","4125","983043"
"99","4126","983041"
"99","4127","983046"
"99","4128","983047"
"99","4129","983044"
"99","4130","983045"
"99","4131","983048"
"100","4227","983042"
"100","4228","983043"
"100","4229","983041"
"100","4230","983046"
"100","4231","983047"
"100","4232","983044"
"100","4233","983045"
"100","4234","983048"
"101","4235","983042"
"101","4236","983043"
"101","4237","983041"
"101","4238","983046"
"101","4239","983047"
"101","4240","983044"
"101","4241","983045"
"101","4242","983048"
"103","4243","983042"
"103","4244","983043"
"103","4245","983041"
"103","4246","983046"
"103","4247","983047"
"103","4248","983044"
"103","4249","983045"
"103","4250","983048"
"104","4251","983042"
"104","4252","983043"
"104","4253","983041"
"104","4254","983046"
"104","4255","983047"
"104","4256","983044"
"104","4257","983045"
"104","4258","983048"
"105","4259","983042"
"105","4260","983043"
"105","4261","983041"
"105","4262","983046"
"105","4263","983047"
"105","4264","983044"
"105","4265","983045"
"105","4266","983048"
"106","4267","983042"
"106","4268","983043"
"106","4269","983041"
"106","4270","983046"
"106","4271","983047"
"106","4272","983044"
"106","4273","983045"
"106","4274","983048"
"107","4275","983042"
"107","4276","983043"
"107","4277","983041"
"107","4278","983046"
"107","4279","983047"
"107","4280","983044"
"107","4281","983045"
"107","4282","983048"
"108","4283","983042"
"108","4284","983043"
"108","4285","983041"
"108","4286","983046"
"108","4287","983047"
"108","4288","983044"
"108","4289","983045"
"108","4290","983048"
"109","4291","983042"
"109","4292","983043"
"109","4293","983041"
"109","4294","983046"
"109","4295","983047"
"109","4296","983044"
"109","4297","983045"
"109","4298","983048"
"110","4299","983042"
"110","4300","983043"
"110","4301","983041"
"110","4302","983046"
"110","4303","983047"
"110","4304","983044"
"110","4305","983045"
"110","4306","983048"
"111","4307","983042"
"111","4308","983043"
"111","4309","983041"
"111","4310","983046"
"111","4311","983047"
"111","4312","983044"
"111","4313","983045"
"111","4314","983048"
"112","4315","983042"
"112","4316","983043"
"112","4317","983041"
"112","4318","983046"
"112","4319","983047"
"112","4320","983044"
"112","4321","983045"
"112","4322","983048"
"113","4323","983042"
"113","4324","983043"
"113","4325","983041"
"113","4326","983046"
"113","4327","983047"
"113","4328","983044"
"113","4329","983045"
"113","4330","983048"
"114","4331","983042"
"114","4332","983043"
"114","4333","983041"
"114","4334","983046"
"114","4335","983047"
"114","4336","983044"
"114","4337","983045"
"114","4338","983048"
"115","4339","983042"
"115","4340","983043"
"115","4341","983041"
"115","4342","983046"
"115","4343","983047"
"115","4344","983044"
"115","4345","983045"
"115","4346","983048"
"116","4347","983042"
"116","4348","983043"
"116","4349","983041"
"116","4350","983046"
"116","4351","983047"
"116","4352","983044"
"116","4353","983045"
"116","4354","983048"
"117","4355","983042"
"117","4356","983043"
"117","4357","983041"
"117","4358","983046"
"117","4359","983047"
"117","4360","983044"
"117","4361","983045"
"117","4362","983048"
"118","4363","983042"
"118","4364","983043"
"118","4365","983041"
"118","4366","983046"
"118","4367","983047"
"118","4368","983044"
"118","4369","983045"
"118","4370","983048"
"119","4371","983042"
"119","4372","983043"
"119","4373","983041"
"119","4374","983046"
"119","4375","983047"
"119","4376","983044"
"119","4377","983045"
"119","4378","983048"
"120","4379","983042"
"120","4380","983043"
"120","4381","983041"
"120","4382","983046"
"120","4383","983047"
"120","4384","983044"
"120","4385","983045"
"120","4386","983048"
"121","4387","983042"
"121","4388","983043"
"121","4389","983041"
"121","4390","983046"
"121","4391","983047"
"121","4392","983044"
"121","4393","983045"
"121","4394","983048"
"122","4395","983042"
"122","4396","983043"
"122","4397","983041"
"122","4398","983046"
"122","4399","983047"
"122","4400","983044"
"122","4401","983045"
"122","4402","983048"
"123","4403","983042"
"123","4404","983043"
"123","4405","983041"
"123","4406","983046"
"123","4407","983047"
"123","4408","983044"
"123","4409","983045"
"123","4410","983048"
"124","4411","983042"
"124","4412","983043"
"124","4413","983041"
"124","4414","983046"
"124","4415","983047"
"124","4416","983044"
"124","4417","983045"
"124","4418","983048"
"125","4419","983042"
"125","4420","983043"
"125","4421","983041"
"125","4422","983046"
"125","4423","983047"
"125","4424","983044"
"125","4425","983045"
"125","4426","983048"
"126","4427","983042"
"126","4428","983043"
"126","4429","983041"
"126","4430","983046"
"126","4431","983047"
"126","4432","983044"
"126","4433","983045"
"126","4434","983048"
"127","4435","983042"
"127","4436","983043"
"127","4437","983041"
"127","4438","983046"
"127","4439","983047"
"127","4440","983044"
"127","4441","983045"
"127","4442","983048"
"128","4443","983042"
"128","4444","983043"
"128","4445","983041"
"128","4446","983046"
"128","4447","983047"
"128","4448","983044"
"128","4449","983045"
"128","4450","983048"
"129","4451","983042"
"129","4452","983043"
"129","4453","983041"
"129","4454","983046"
"129","4455","983047"
"129","4456","983044"
"129","4457","983045"
"129","4458","983048"
"130","4596","983042"
"130","4597","983043"
"130","4598","983041"
"130","4599","983046"
"130","4600","983047"
"130","4601","983044"
"130","4602","983045"
"130","4603","983048"
"131","4604","983042"
"131","4605","983043"
"131","4606","983041"
"131","4607","983046"
"131","4608","983047"
"131","4609","983044"
"131","4610","983045"
"131","4611","983048"
"132","4612","983042"
"132","4613","983043"
"132","4614","983041"
"132","4615","983046"
"132","4616","983047"
"132","4617","983044"
"132","4618","983045"
"132","4619","983048"
"134","4620","983042"
"134","4621","983043"
"134","4622","983041"
"134","4623","983046"
"134","4624","983047"
"134","4625","983044"
"134","4626","983045"
"134","4627","983048"
"135","4628","983042"
"135","4629","983043"
"135","4630","983041"
"135","4631","983046"
"135","4632","983047"
"135","4633","983044"
"135","4634","983045"
"135","4635","983048"
"136","4636","983042"
"136","4637","983043"
"136","4638","983041"
"136","4639","983046"
"136","4640","983047"
"136","4641","983044"
"136","4642","983045"
"136","4643","983048"
"137","4644","983042"
"137","4645","983043"
"137","4646","983041"
"137","4647","983046"
"137","4648","983047"
"137","4649","983044"
"137","4650","983045"
"137","4651","983048"
"138","4652","983042"
"138","4653","983043"
"138","4654","983041"
"138","4655","983046"
"138","4656","983047"
"138","4657","983044"
"138","4658","983045"
"138","4659","983048"
"139","4660","983042"
"139","4661","983043"
"139","4662","983041"
"139","4663","983046"
"139","4664","983047"
"139","4665","983044"
"139","4666","983045"
"139","4667","983048"
"140","4668","983042"
"140","4669","983043"
"140","4670","983041"
"140","4671","983046"
"140","4672","983047"
"140","4673","983044"
"140","4674","983045"
"140","4675","983048"
"141","4676","983042"
"141","4677","983043"
"141","4678","983041"
"141","4679","983046"
"141","4680","983047"
"141","4681","983044"
"141","4682","983045"
"141","4683","983048"
"142","4684","983042"
"142","4685","983043"
"142","4686","983041"
"142","4687","983046"
"142","4688","983047"
"142","4689","983044"
"142","4690","983045"
"142","4691","983048"
"143","4692","983042"
"143","4693","983043"
"143","4694","983041"
"143","4695","983046"
"143","4696","983047"
"143","4697","983044"
"143","4698","983045"
"143","4699","983048"
"144","4700","983042"
"144","4701","983043"
"144","4702","983041"
"144","4703","983046"
"144","4704","983047"
"144","4705","983044"
"144","4706","983045"
"144","4707","983048"
"145","4708","983042"
"145","4709","983043"
"145","4710","983041"
"145","4711","983046"
"145","4712","983047"
"145","4713","983044"
"145","4714","983045"
"145","4715","983048"
"146","4716","983042"
"146","4717","983043"
"146","4718","983041"
"146","4719","983046"
"146","4720","983047"
"146","4721","983044"
"146","4722","983045"
"146","4723","983048"
"147","4724","983042"
"147","4725","983043"
"147","4726","983041"
"147","4727","983046"
"147","4728","983047"
"147","4729","983044"
"147","4730","983045"
"147","4731","983048"
"148","4732","983042"
"148","4733","983043"
"148","4734","983041"
"148","4735","983046"
"148","4736","983047"
"148","4737","983044"
"148","4738","983045"
"148","4739","983048"
"149","4740","983042"
"149","4741","983043"
"149","4742","983041"
"149","4743","983046"
"149","4744","983047"
"149","4745","983044"
"149","4746","983045"
"149","4747","983048"
"150","4748","983042"
"150","4749","983043"
"150","4750","983041"
"150","4751","983046"
"150","4752","983047"
"150","4753","983044"
"150","4754","983045"
"150","4755","983048"
"151","4756","983042"
"151","4757","983043"
"151","4758","983041"
"151","4759","983046"
"151","4760","983047"
"151","4761","983044"
"151","4762","983045"
"151","4763","983048"
"152","4764","983042"
"152","4765","983043"
"152","4766","983041"
"152","4767","983046"
"152","4768","983047"
"152","4769","983044"
"152","4770","983045"
"152","4771","983048"
"153","4772","983042"
"153","4773","983043"
"153","4774","983041"
"153","4775","983046"
"153","4776","983047"
"153","4777","983044"
"153","4778","983045"
"153","4779","983048"
"154","4780","983042"
"154","4781","983043"
"154","4782","983041"
"154","4783","983046"
"154","4784","983047"
"154","4785","983044"
"154","4786","983045"
"154","4787","983048"
"155","4788","983042"
"155","4789","983043"
"155","4790","983041"
"155","4791","983046"
"155","4792","983047"
"155","4793","983044"
"155","4794","983045"
"155","4795","983048"
"156","4796","983042"
"156","4797","983043"
"156","4798","983041"
"156","4799","983046"
"156","4800","983047"
"156","4801","983044"
"156","4802","983045"
"156","4803","983048"
"157","4804","983042"
"157","4805","983043"
"157","4806","983041"
"157","4807","983046"
"157","4808","983047"
"157","4809","983044"
"157","4810","983045"
"157","4811","983048"
"158","4812","983042"
"158","4813","983043"
"158","4814","983041"
"158","4815","983046"
"158","4816","983047"
"158","4817","983044"
"158","4818","983045"
"158","4819","983048"
"159","4820","983042"
"159","4821","983043"
"159","4822","983041"
"159","4823","983046"
"159","4824","983047"
"159","4825","983044"
"159","4826","983045"
"159","4827","983048"
"161","4866","983042"
"161","4867","983043"
"161","4868","983041"
"161","4869","983046"
"161","4870","983047"
"161","4871","983044"
"161","4872","983045"
"161","4873","983048"
"162","4874","983042"
"162","4875","983043"
"162","4876","983041"
"162","4877","983046"
"162","4878","983047"
"162","4879","983044"
"162","4880","983045"
"162","4881","983048"
"163","4882","983042"
"163","4883","983043"
"163","4884","983041"
"163","4885","983046"
"163","4886","983047"
"163","4887","983044"
"163","4888","983045"
"163","4889","983048"
"164","4890","983042"
"164","4891","983043"
"164","4892","983041"
"164","4893","983046"
"164","4894","983047"
"164","4895","983044"
"164","4896","983045"
"164","4897","983048"
"166","4940","983042"
"166","4941","983043"
"166","4942","983041"
"166","4943","983046"
"166","4944","983047"
"166","4945","983044"
"166","4946","983045"
"166","4947","983048"
"167","4948","983042"
"167","4949","983043"
"167","4950","983041"
"167","4951","983046"
"167","4952","983047"
"167","4953","983044"
"167","4954","983045"
"167","4955","983048"
"168","4956","983042"
"168","4957","983043"
"168","4958","983041"
"168","4959","983046"
"168","4960","983047"
"168","4961","983044"
"168","4962","983045"
"168","4963","983048"
"170","4964","983042"
"170","4965","983043"
"170","4966","983041"
"170","4967","983046"
"170","4968","983047"
"170","4969","983044"
"170","4970","983045"
"170","4971","983048"
"171","4972","983042"
"171","4973","983043"
"171","4974","983041"
"171","4975","983046"
"171","4976","983047"
"171","4977","983044"
"171","4978","983045"
"171","4979","983048"
"172","4980","983042"
"172","4981","983043"
"172","4982","983041"
"172","4983","983046"
"172","4984","983047"
"172","4985","983044"
"172","4986","983045"
"172","4987","983048"
"173","4988","983042"
"173","4989","983043"
"173","4990","983041"
"173","4991","983046"
"173","4992","983047"
"173","4993","983044"
"173","4994","983045"
"173","4995","983048"
"174","4996","983042"
"174","4997","983043"
"174","4998","983041"
"174","4999","983046"
"174","5000","983047"
"174","5001","983044"
"174","5002","983045"
"174","5003","983048"
"175","5004","983042"
"175","5005","983043"
"175","5006","983041"
"175","5007","983046"
"175","5008","983047"
"175","5009","983044"
"175","5010","983045"
"175","5011","983048"
"176","5012","983042"
"176","5013","983043"
"176","5014","983041"
"176","5015","983046"
"176","5016","983047"
"176","5017","983044"
"176","5018","983045"
"176","5019","983048"
"177","5020","983042"
"177","5021","983043"
"177","5022","983041"
"177","5023","983046"
"177","5024","983047"
"177","5025","983044"
"177","5026","983045"
"177","5027","983048"
"178","5028","983042"
"178","5029","983043"
"178","5030","983041"
"178","5031","983046"
"178","5032","983047"
"178","5033","983044"
"178","5034","983045"
"178","5035","983048"
"179","5036","983042"
"179","5037","983043"
"179","5038","983041"
"179","5039","983046"
"179","5040","983047"
"179","5041","983044"
"179","5042","983045"
"179","5043","983048"
"180","5044","983042"
"180","5045","983043"
"180","5046","983041"
"180","5047","983046"
"180","5048","983047"
"180","5049","983044"
"180","5050","983045"
"180","5051","983048"
"181","5052","983042"
"181","5053","983043"
"181","5054","983041"
"181","5055","983046"
"181","5056","983047"
"181","5057","983044"
"181","5058","983045"
"181","5059","983048"
"182","5060","983042"
"182","5061","983043"
"182","5062","983041"
"182","5063","983046"
"182","5064","983047"
"182","5065","983044"
"182","5066","983045"
"182","5067","983048"
"183","5068","983042"
"183","5069","983043"
"183","5070","983041"
