"Int0","Int1","SNOScene","Int2","TagMap_","CustomTileInfo_","CustomTileInfo_I0","CustomTileInfo_I1","CustomTileInfo_I2","CustomTileInfo_V0_","CustomTileInfo_V0_X","CustomTileInfo_V0_Y","Id"
"12","100","33051","100","True","True","0","0","0","True","0","0","167"
"12","100","33054","100","True","True","0","0","0","True","0","0","168"
"0","401","33060","100","True","True","0","0","0","True","0","0","169"
"5","100","33068","100","True","True","0","0","0","True","0","0","170"
"5","100","33070","100","True","True","0","0","0","True","0","0","171"
"13","100","33066","100","True","True","0","0","0","True","0","0","172"
"3","100","33075","100","True","True","0","0","0","True","0","0","173"
"3","100","33076","100","True","True","0","0","0","True","0","0","174"
"7","100","33073","100","True","True","0","0","0","True","0","0","175"
"15","100","33071","100","True","True","0","0","0","True","0","0","176"
"11","100","1890","100","True","True","0","0","0","True","0","0","177"
"9","100","33077","100","True","True","0","0","0","True","0","0","178"
"9","100","33078","100","True","True","0","0","0","True","0","0","179"
"2","201","33094","100","True","True","0","0","0","True","0","0","180"
"6","100","33086","100","True","True","0","0","0","True","0","0","181"
"6","100","33087","100","True","True","0","0","0","True","0","0","182"
"10","100","33091","100","True","True","0","0","0","True","0","0","183"
"10","100","33092","100","True","True","0","0","0","True","0","0","184"
"8","201","33099","100","True","True","0","0","0","True","0","0","185"
"4","300","84766","100","True","True","0","0","0","True","0","0","186"
"1","300","84775","100","True","True","0","0","0","True","0","0","187"
"8","300","84787","100","True","True","0","0","0","True","0","0","188"
"4","100","61403","100","True","True","0","0","0","True","0","0","189"
"1","100","61449","100","True","True","0","0","0","True","0","0","190"
"1","201","61567","100","True","True","0","0","0","True","0","0","191"
"2","100","61428","100","True","True","0","0","0","True","0","0","192"
"14","100","61126","100","True","True","0","0","0","True","0","0","193"
"8","100","61237","100","True","True","0","0","0","True","0","0","194"
"2","201","61489","100","True","True","0","0","0","True","0","0","195"
"2","300","84784","100","True","True","0","0","0","True","0","0","196"
"2","200","74349","100","True","True","0","0","0","True","0","0","197"
"15","101","61748","100","True","True","0","0","0","True","0","0","198"
"15","102","91612","100","True","True","0","0","0","True","0","0","199"
"2","300","32993","100","True","True","0","0","0","True","0","0","200"
"3","100","32963","100","True","True","0","0","0","True","0","0","201"
"3","100","66919","100","True","True","0","0","0","True","0","0","202"
"8","200","33000","100","True","True","0","0","0","True","0","0","203"
"5","100","32952","30","True","True","0","0","0","True","0","0","204"
"5","100","32954","10","True","True","0","0","0","True","0","0","205"
"5","100","32955","30","True","True","0","0","0","True","0","0","206"
"5","100","66589","30","True","True","0","0","0","True","0","0","207"
"0","401","32936","100","True","True","0","0","0","True","0","0","208"
"4","100","32943","100","True","True","0","0","0","True","0","0","209"
"1","100","32971","100","True","True","0","0","0","True","0","0","210"
"2","100","32991","100","True","True","0","0","0","True","0","0","211"
"12","101","67021","100","True","True","0","0","0","True","0","0","212"
"4","100","33014","100","True","True","0","0","0","True","0","0","213"
"4","200","33015","100","True","True","0","0","0","True","0","0","214"
"12","100","33011","100","True","True","0","0","0","True","0","0","215"
"1","100","33032","100","True","True","0","0","0","True","0","0","216"
"1","200","33033","100","True","True","0","0","0","True","0","0","217"
"5","100","33025","100","True","True","0","0","0","True","0","0","218"
"13","100","33024","100","True","True","0","0","0","True","0","0","219"
"3","100","33030","100","True","True","0","0","0","True","0","0","220"
"7","100","33027","100","True","True","0","0","0","True","0","0","221"
"15","100","33026","100","True","True","0","0","0","True","0","0","222"
"11","100","33029","100","True","True","0","0","0","True","0","0","223"
"9","100","33031","100","True","True","0","0","0","True","0","0","224"
"2","100","33039","100","True","True","0","0","0","True","0","0","225"
"2","200","33040","100","True","True","0","0","0","True","0","0","226"
"6","100","33037","100","True","True","0","0","0","True","0","0","227"
"14","100","1888","100","True","True","0","0","0","True","0","0","228"
"10","100","33038","100","True","True","0","0","0","True","0","0","229"
"8","100","33044","100","True","True","0","0","0","True","0","0","230"
"8","200","33045","100","True","True","0","0","0","True","0","0","231"
"0","401","154775","100","True","True","0","0","0","True","0","0","232"
"4","300","33016","100","True","True","0","0","0","True","0","0","233"
"1","300","33034","100","True","True","0","0","0","True","0","0","234"
"2","300","33041","100","True","True","0","0","0","True","0","0","235"
"8","300","33046","100","True","True","0","0","0","True","0","0","236"
"11","100","1890","100","True","True","0","0","0","True","0","0","237"
"12","100","33051","100","True","True","0","0","0","True","0","0","238"
"0","401","33060","100","True","True","0","0","0","True","0","0","239"
"13","100","33066","100","True","True","0","0","0","True","0","0","240"
"5","100","33070","100","True","True","0","0","0","True","0","0","241"
"7","100","33073","100","True","True","0","0","0","True","0","0","242"
"3","100","33075","100","True","True","0","0","0","True","0","0","243"
"9","100","33078","100","True","True","0","0","0","True","0","0","244"
"6","100","33087","100","True","True","0","0","0","True","0","0","245"
"10","100","33091","100","True","True","0","0","0","True","0","0","246"
"14","100","61126","100","True","True","0","0","0","True","0","0","247"
"8","100","61237","100","True","True","0","0","0","True","0","0","248"
"4","100","61403","100","True","True","0","0","0","True","0","0","249"
"2","100","61428","100","True","True","0","0","0","True","0","0","250"
"1","100","61449","100","True","True","0","0","0","True","0","0","251"
"4","200","33057","100","True","True","0","0","0","True","0","0","252"
"1","200","61567","100","True","True","0","0","0","True","0","0","253"
"2","200","33094","100","True","True","0","0","0","True","0","0","254"
"2","200","61489","100","True","True","0","0","0","True","0","0","255"
"8","200","61650","100","True","True","0","0","0","True","0","0","256"
"4","300","84766","100","True","True","0","0","0","True","0","0","257"
"1","300","84775","100","True","True","0","0","0","True","0","0","258"
"2","300","84784","100","True","True","0","0","0","True","0","0","259"
"8","300","84787","100","True","True","0","0","0","True","0","0","260"
"4","100","132203","100","True","True","0","0","0","True","0","0","261"
"1","100","132218","100","True","True","0","0","0","True","0","0","262"
"15","100","131902","100","True","True","0","0","0","True","0","0","263"
"2","100","132263","100","True","True","0","0","0","True","0","0","264"
"8","100","132293","100","True","True","0","0","0","True","0","0","265"
"0","401","154775","100","True","True","0","0","0","True","0","0","266"
"4","200","33057","100","True","True","0","0","0","True","0","0","267"
"0","401","33060","100","True","True","0","0","0","True","0","0","268"
"15","101","33071","100","True","True","0","0","0","True","0","0","269"
"2","200","33094","100","True","True","0","0","0","True","0","0","270"
"4","300","175016","100","True","True","0","0","0","True","0","0","271"
"1","300","175018","100","True","True","0","0","0","True","0","0","272"
"2","300","175020","100","True","True","0","0","0","True","0","0","273"
"8","300","175021","100","True","True","0","0","0","True","0","0","274"
"1","100","61449","100","True","True","0","0","0","True","0","0","275"
"4","100","61403","100","True","True","0","0","0","True","0","0","276"
"2","100","61428","100","True","True","0","0","0","True","0","0","277"
"8","100","61237","100","True","True","0","0","0","True","0","0","278"
"1","200","61567","100","True","True","0","0","0","True","0","0","279"
"8","200","61650","100","True","True","0","0","0","True","0","0","280"
"4","100","33014","100","True","True","0","0","0","True","0","0","281"
"4","200","33015","100","True","True","0","0","0","True","0","0","282"
"12","100","33011","100","True","True","0","0","0","True","0","0","283"
"1","100","33032","100","True","True","0","0","0","True","0","0","284"
"1","200","33033","100","True","True","0","0","0","True","0","0","285"
"5","100","33025","100","True","True","0","0","0","True","0","0","286"
"13","101","33024","100","True","True","0","0","0","True","0","0","287"
"3","100","33030","100","True","True","0","0","0","True","0","0","288"
"7","101","33027","100","True","True","0","0","0","True","0","0","289"
"11","101","33029","100","True","True","0","0","0","True","0","0","290"
"9","100","33031","100","True","True","0","0","0","True","0","0","291"
"2","100","33039","100","True","True","0","0","0","True","0","0","292"
"2","200","33040","100","True","True","0","0","0","True","0","0","293"
"6","100","33037","100","True","True","0","0","0","True","0","0","294"
"14","101","1888","100","True","True","0","0","0","True","0","0","295"
"10","100","33038","100","True","True","0","0","0","True","0","0","296"
"8","100","33044","100","True","True","0","0","0","True","0","0","297"
"8","200","33045","100","True","True","0","0","0","True","0","0","298"
"4","300","92967","100","True","True","0","0","0","True","0","0","299"
"1","300","92971","100","True","True","0","0","0","True","0","0","300"
"2","300","92968","100","True","True","0","0","0","True","0","0","301"
"8","300","92969","100","True","True","0","0","0","True","0","0","302"
"0","401","154775","100","True","True","0","0","0","True","0","0","303"
"13","100","33024","100","True","True","0","0","0","True","0","0","304"
"7","100","33027","100","True","True","0","0","0","True","0","0","305"
"11","100","33029","100","True","True","0","0","0","True","0","0","306"
"14","100","1888","100","True","True","0","0","0","True","0","0","307"
"15","100","71938","100","True","True","0","0","0","True","0","0","308"
"0","401","74880","100","True","True","0","0","0","True","0","0","309"
"0","401","182753","100","True","True","0","0","0","True","0","0","310"
"4","200","30994","100","True","True","0","0","0","True","0","0","311"
"2","300","182475","100","True","True","0","0","0","True","0","0","312"
"15","100","71536","100","True","True","0","0","0","True","0","0","313"
"4","100","69669","100","True","True","0","0","0","True","0","0","314"
"3","101","123573","100","True","True","0","0","0","True","0","0","315"
"2","100","69953","100","True","True","0","0","0","True","0","0","316"
"8","100","70282","100","True","True","0","0","0","True","0","0","317"
"12","100","30992","100","True","True","0","0","0","True","0","0","318"
"4","100","30993","100","True","True","0","0","0","True","0","0","319"
"15","100","30995","100","True","True","0","0","0","True","0","0","320"
"15","100","30997","100","True","True","0","0","0","True","0","0","321"
"15","100","30998","100","True","True","0","0","0","True","0","0","322"
"3","100","30999","100","True","True","0","0","0","True","0","0","323"
"1","100","31000","100","True","True","0","0","0","True","0","0","324"
"1","100","31001","100","True","True","0","0","0","True","0","0","325"
"2","100","31002","100","True","True","0","0","0","True","0","0","326"
"8","100","31003","100","True","True","0","0","0","True","0","0","327"
"0","401","31129","100","True","True","0","0","0","True","0","0","328"
"4","300","183706","100","True","True","0","0","0","True","0","0","329"
"4","300","73912","100","True","True","0","0","0","True","0","0","330"
"4","200","74014","100","True","True","0","0","0","True","0","0","331"
"12","101","87483","50","True","True","0","0","0","True","0","0","332"
"12","100","31127","100","True","True","0","0","0","True","0","0","333"
"12","100","31128","100","True","True","0","0","0","True","0","0","334"
"1","300","183715","100","True","True","0","0","0","True","0","0","335"
"15","100","72815","100","True","True","0","0","0","True","0","0","336"
"7","100","1788","100","True","True","0","0","0","True","0","0","337"
"1","300","73792","100","True","True","0","0","0","True","0","0","338"
"1","200","87482","100","True","True","0","0","0","True","0","0","339"
"13","100","87484","100","True","True","0","0","0","True","0","0","340"
"13","100","87486","100","True","True","0","0","0","True","0","0","341"
"3","100","87487","100","True","True","0","0","0","True","0","0","342"
"3","100","87488","100","True","True","0","0","0","True","0","0","343"
"15","100","87490","100","True","True","0","0","0","True","0","0","344"
"15","100","87491","100","True","True","0","0","0","True","0","0","345"
"15","100","87492","100","True","True","0","0","0","True","0","0","346"
"15","100","87493","100","True","True","0","0","0","True","0","0","347"
"15","100","87494","100","True","True","0","0","0","True","0","0","348"
"15","100","87800","100","True","True","0","0","0","True","0","0","349"
"1","100","65907","100","True","True","0","0","0","True","0","0","350"
"11","100","71107","100","True","True","0","0","0","True","0","0","351"
"13","100","31130","100","True","True","0","0","0","True","0","0","352"
"13","100","31131","100","True","True","0","0","0","True","0","0","353"
"5","100","31132","100","True","True","0","0","0","True","0","0","354"
"5","100","31133","100","True","True","0","0","0","True","0","0","355"
"15","100","31134","100","True","True","0","0","0","True","0","0","356"
"7","100","31135","100","True","True","0","0","0","True","0","0","357"
"11","100","31136","100","True","True","0","0","0","True","0","0","358"
"11","100","31137","100","True","True","0","0","0","True","0","0","359"
"3","100","31138","100","True","True","0","0","0","True","0","0","360"
"3","100","31139","100","True","True","0","0","0","True","0","0","361"
"9","100","31140","100","True","True","0","0","0","True","0","0","362"
"9","100","31141","100","True","True","0","0","0","True","0","0","363"
"1","200","89485","100","True","True","0","0","0","True","0","0","364"
"2","300","183716","100","True","True","0","0","0","True","0","0","365"
"6","100","81243","100","True","True","0","0","0","True","0","0","366"
"2","300","72775","100","True","True","0","0","0","True","0","0","367"
"2","200","73987","100","True","True","0","0","0","True","0","0","368"
"2","100","66163","100","True","True","0","0","0","True","0","0","369"
"6","100","70715","100","True","True","0","0","0","True","0","0","370"
"10","100","79983","100","True","True","0","0","0","True","0","0","371"
"14","100","31142","100","True","True","0","0","0","True","0","0","372"
"14","100","31143","100","True","True","0","0","0","True","0","0","373"
"6","100","31144","100","True","True","0","0","0","True","0","0","374"
"6","100","31145","100","True","True","0","0","0","True","0","0","375"
"10","100","31146","100","True","True","0","0","0","True","0","0","376"
"10","100","31147","100","True","True","0","0","0","True","0","0","377"
"8","300","183712","100","True","True","0","0","0","True","0","0","378"
"8","300","73935","100","True","True","0","0","0","True","0","0","379"
"8","200","74062","100","True","True","0","0","0","True","0","0","380"
"8","100","66166","100","True","True","0","0","0","True","0","0","381"
"0","401","73032","100","True","True","0","0","0","True","0","0","382"
"0","401","73133","100","True","True","0","0","0","True","0","0","383"
"0","401","73142","100","True","True","0","0","0","True","0","0","384"
"0","401","76970","100","True","True","0","0","0","True","0","0","385"
"1","200","109118","100","True","True","0","0","0","True","0","0","386"
"4","300","109296","100","True","True","0","0","0","True","0","0","387"
"12","100","71078","100","True","True","0","0","0","True","0","0","388"
"12","100","71167","100","True","True","0","0","0","True","0","0","389"
"12","100","71177","100","True","True","0","0","0","True","0","0","390"
"5","100","116559","100","True","True","0","0","0","True","0","0","391"
"3","100","117070","100","True","True","0","0","0","True","0","0","392"
"5","100","139815","100","True","True","0","0","0","True","0","0","393"
"5","100","111118","100","True","True","0","0","0","True","0","0","394"
"5","100","70962","100","True","True","0","0","0","True","0","0","395"
"5","100","111361","100","True","True","0","0","0","True","0","0","396"
"3","100","71213","100","True","True","0","0","0","True","0","0","397"
"3","100","71216","100","True","True","0","0","0","True","0","0","398"
"3","100","116011","100","True","True","0","0","0","True","0","0","399"
"3","100","71279","100","True","True","0","0","0","True","0","0","400"
"10","100","112712","100","True","True","0","0","0","True","0","0","401"
"10","100","114855","100","True","True","0","0","0","True","0","0","402"
"10","100","74907","100","True","True","0","0","0","True","0","0","403"
"10","101","71341","100","True","True","0","0","0","True","0","0","404"
"10","100","71344","100","True","True","0","0","0","True","0","0","405"
"10","100","71350","100","True","True","0","0","0","True","0","0","406"
"2","200","75138","100","True","True","0","0","0","True","0","0","407"
"0","401","30924","100","True","True","0","0","0","True","0","0","408"
"12","100","52681","100","True","True","0","0","0","True","0","0","409"
"12","100","30925","100","True","True","0","0","0","True","0","0","410"
"12","100","30926","100","True","True","0","0","0","True","0","0","411"
"4","100","30927","100","True","True","0","0","0","True","0","0","412"
"4","200","30928","100","True","True","0","0","0","True","0","0","413"
"4","300","30929","100","True","True","0","0","0","True","0","0","414"
"1","300","80422","100","True","True","0","0","0","True","0","0","415"
"15","100","52682","100","True","True","0","0","0","True","0","0","416"
"3","100","52683","100","True","True","0","0","0","True","0","0","417"
"13","100","30930","100","True","True","0","0","0","True","0","0","418"
"13","100","30931","100","True","True","0","0","0","True","0","0","419"
"5","100","30932","100","True","True","0","0","0","True","0","0","420"
"5","100","30933","100","True","True","0","0","0","True","0","0","421"
"15","100","30934","100","True","True","0","0","0","True","0","0","422"
"15","100","30935","100","True","True","0","0","0","True","0","0","423"
"7","100","30936","100","True","True","0","0","0","True","0","0","424"
"7","100","30937","100","True","True","0","0","0","True","0","0","425"
"11","100","30938","100","True","True","0","0","0","True","0","0","426"
"11","100","30939","100","True","True","0","0","0","True","0","0","427"
"3","100","30940","100","True","True","0","0","0","True","0","0","428"
"3","100","30941","100","True","True","0","0","0","True","0","0","429"
"9","100","30942","100","True","True","0","0","0","True","0","0","430"
"9","100","30943","100","True","True","0","0","0","True","0","0","431"
"1","100","30944","100","True","True","0","0","0","True","0","0","432"
"1","200","30945","100","True","True","0","0","0","True","0","0","433"
"5","100","183305","100","True","True","0","0","0","True","0","0","434"
"10","100","109551","100","True","True","0","0","0","True","0","0","435"
"10","100","109578","100","True","True","0","0","0","True","0","0","436"
"14","100","30946","100","True","True","0","0","0","True","0","0","437"
"14","100","30947","100","True","True","0","0","0","True","0","0","438"
"6","100","30948","100","True","True","0","0","0","True","0","0","439"
"6","100","30949","100","True","True","0","0","0","True","0","0","440"
"10","100","30950","100","True","True","0","0","0","True","0","0","441"
"10","100","30951","100","True","True","0","0","0","True","0","0","442"
"2","100","30952","100","True","True","0","0","0","True","0","0","443"
"2","200","30953","100","True","True","0","0","0","True","0","0","444"
"2","300","30954","100","True","True","0","0","0","True","0","0","445"
"8","100","30955","100","True","True","0","0","0","True","0","0","446"
"8","200","30956","100","True","True","0","0","0","True","0","0","447"
"8","300","30957","100","True","True","0","0","0","True","0","0","448"
"8","300","80422","100","True","True","0","0","0","True","0","0","449"
"4","200","211486","100","True","True","0","0","0","True","0","0","450"
"4","300","211487","100","True","True","0","0","0","True","0","0","451"
"1","200","211488","100","True","True","0","0","0","True","0","0","452"
"1","300","211489","100","True","True","0","0","0","True","0","0","453"
"2","200","211490","100","True","True","0","0","0","True","0","0","454"
"2","300","211491","100","True","True","0","0","0","True","0","0","455"
"8","200","211492","100","True","True","0","0","0","True","0","0","456"
"8","300","211493","100","True","True","0","0","0","True","0","0","457"
"0","401","204614","100","True","True","0","0","0","True","0","0","458"
"4","100","204624","100","True","True","0","0","0","True","0","0","459"
"12","100","209181","100","True","True","0","0","0","True","0","0","460"
"15","100","204737","100","True","True","0","0","0","True","0","0","461"
"15","100","204745","100","True","True","0","0","0","True","0","0","462"
"3","100","209225","100","True","True","0","0","0","True","0","0","463"
"15","100","204755","100","True","True","0","0","0","True","0","0","464"
"15","100","204765","100","True","True","0","0","0","True","0","0","465"
"15","100","204775","100","True","True","0","0","0","True","0","0","466"
"1","100","204788","100","True","True","0","0","0","True","0","0","467"
"2","100","204804","100","True","True","0","0","0","True","0","0","468"
"8","100","204814","100","True","True","0","0","0","True","0","0","469"
"2","100","58491","100","True","True","0","0","0","True","0","0","470"
"11","100","1782","100","True","True","0","0","0","True","0","0","471"
"8","200","51230","100","True","True","0","0","0","True","0","0","472"
"2","100","178462","100","True","True","0","0","0","True","0","0","473"
"4","300","174054","100","True","True","0","0","0","True","0","0","474"
