"GameBalanceId","ItemDropTableEntryId"
"19747","606"
"19747","607"
"19747","608"
"19747","609"
"19747","610"
"19747","611"
"19747","612"
"19747","613"
"19747","614"
"19747","615"
"19747","616"
"19747","617"
"19747","618"
"19747","619"
"19747","620"
"19747","621"
"19747","622"
"19747","623"
"19747","624"
"19747","625"
"19747","626"
"19747","627"
"19747","628"
"19747","629"
"19747","630"
"19747","631"
"19747","632"
"19747","633"
"19747","634"
"19747","635"
"19747","636"
"19747","637"
"19747","638"
"19747","639"
"19747","640"
"19747","641"
"19747","642"
"19747","643"
"19747","644"
"19747","645"
"19747","646"
"19747","647"
"19747","648"
"19747","649"
"19747","650"
"19747","651"
"19747","652"
"19747","653"
"19747","654"
"19747","655"
"19747","656"
"19747","657"
"19747","658"
"19747","659"
"19747","660"
"19747","661"
"19747","662"
"19747","663"
"19747","664"
"19747","665"
"19747","666"
"19747","667"
"19747","668"
"19747","669"
"19747","670"
"19747","671"
"19747","672"
"19747","673"
"19747","674"
"19747","675"
"19747","676"
"19747","677"
"19747","678"
"19747","679"
"19747","680"
"19747","681"
"19747","682"
"19747","683"
"19747","684"
"19747","685"
"19747","686"
"19747","687"
"19747","688"
"19747","689"
"19747","690"
"19747","691"
"19747","692"
"19747","693"
"19747","694"
"19747","695"
"19747","696"
"19747","697"
"19747","698"
"19747","699"
"19747","700"
"19747","701"
"19747","702"
"19747","703"
"19747","704"
"19747","705"
"19747","706"
"19747","707"
"19747","708"
"19747","709"
"19747","710"
"19747","711"
"19747","712"
"19747","713"
"19747","714"
"19747","715"
"19747","716"
"19747","717"
"19747","718"
"19747","719"
"19747","720"
"19747","721"
"19747","722"
"19747","723"
"19747","724"
"19747","725"
"19747","726"
"19747","727"
"19747","728"
"19747","729"
"19747","730"
"19747","731"
"19747","732"
"19747","733"
"19747","734"
"19747","735"
"19747","736"
"19747","737"
"19747","738"
"19747","739"
"19747","740"
"19747","741"
"19747","742"
"19747","743"
"19747","744"
"19747","745"
"19747","746"
"19747","747"
"19747","748"
"19747","749"
"19747","750"
"19747","751"
"19747","752"
"19747","753"
"19747","754"
"19747","755"
"19747","756"
"19747","757"
"19747","758"
"19747","759"
"19747","760"
"19747","761"
"19747","762"
"19747","763"
"19747","764"
"19747","765"
"19747","766"
"19747","767"
"19747","768"
"19747","769"
"19747","770"
"19747","771"
"19747","772"
"19747","773"
"19747","774"
"19747","775"
"19747","776"
"19747","777"
"19747","778"
"19747","779"
"19747","780"
"19747","781"
"19747","782"
"19747","783"
"19747","784"
"19747","785"
"19747","786"
"19747","787"
"19747","788"
"19747","789"
"19747","790"
"19747","791"
"19747","792"
"19747","793"
"19747","794"
"19747","795"
"19747","796"
"19747","797"
"19747","798"
"19747","799"
"19747","800"
"19747","801"
"19747","802"
"19747","803"
"19747","804"
"19747","805"
"19747","806"
"19747","807"
"19747","808"
"19747","809"
"19747","810"
"19747","811"
"19747","812"
"19747","813"
"19747","814"
"19747","815"
"19747","816"
"19747","817"
"19747","818"
"19747","819"
"19747","820"
"19747","821"
"19747","822"
"19747","823"
"19747","824"
"19747","825"
"19747","826"
"19747","827"
"19747","828"
"19747","829"
"19747","830"
"19747","831"
"19747","832"
"19747","833"
"19747","834"
"19747","835"
"19747","836"
"19747","837"
"19747","838"
"19747","839"
"19747","840"
"19747","841"
"19747","842"
"19747","843"
"19747","844"
"19747","845"
"19747","846"
"19747","847"
"19747","848"
"19747","849"
"19747","850"
"19747","851"
"19747","852"
"19747","853"
"19747","854"
"19747","855"
"19747","856"
"19747","857"
"19747","858"
"19747","859"
"19747","860"
"19747","861"
"19747","862"
"19747","863"
"19747","864"
"19747","865"
"19747","866"
"19747","867"
"19747","868"
"19747","869"
"19747","870"
"19747","871"
"19747","872"
"19747","873"
"19747","874"
"19747","875"
"19747","876"
"19747","877"
"19747","878"
"19747","879"
"19747","880"
"19747","881"
"19747","882"
"19747","883"
"19747","884"
"19747","885"
"19747","886"
"19747","887"
"19747","888"
"19747","889"
"19747","890"
"19747","891"
"19747","892"
"19747","893"
"19747","894"
"19747","895"
"19747","896"
"19747","897"
"19747","898"
"19747","899"
"19747","900"
"19747","901"
"19747","902"
"19747","903"
"19747","904"
"19747","905"
"19747","906"
"19747","907"
"19747","908"
"19747","909"
"19747","910"
"19747","911"
"19747","912"
"19747","913"
"19747","914"
"19747","915"
"19747","916"
"19747","917"
"19747","918"
"19747","919"
"19747","920"
"19747","921"
"19747","922"
"19747","923"
"19747","924"
"19747","925"
"19747","926"
"19747","927"
"19747","928"
"19747","929"
"19747","930"
"19747","931"
"19747","932"
"19747","933"
"19747","934"
"19747","935"
"19747","936"
"19747","937"
"19747","938"
"19747","939"
"19747","940"
"19747","941"
"19747","942"
"19747","943"
"19747","944"
"19747","945"
"19747","946"
"19747","947"
"19747","948"
"19747","949"
"19747","950"
"19747","951"
"19747","952"
"19747","953"
"19747","954"
"19747","955"
"19747","956"
"19747","957"
"19747","958"
"19747","959"
"19747","960"
"19747","961"
"19747","962"
"19747","963"
"19747","964"
"19747","965"
"19747","966"
"19747","967"
"19747","968"
"19747","969"
"19747","970"
"19747","971"
"19747","972"
"19747","973"
"19747","974"
"19747","975"
"19747","976"
"19747","977"
"19747","978"
"19747","979"
"19747","980"
"19747","981"
"19747","982"
"19747","983"
"19747","984"
"19747","985"
"19747","986"
"19747","987"
"19747","988"
"19747","989"
"19747","990"
"19747","991"
"19747","992"
"19747","993"
"19747","994"
"19747","995"
"19747","996"
"19747","997"
"19747","998"
"19747","999"
"19747","1000"
"19747","1001"
"19747","1002"
"19747","1003"
"19747","1004"
"19747","1005"
"19747","1006"
"19747","1007"
"19747","1008"
"19747","1009"
"19747","1010"
"19747","1011"
"19747","1012"
"19747","1013"
"19747","1014"
"19747","1015"
"19747","1016"
"19747","1017"
"19747","1018"
"19747","1019"
"19747","1020"
"19747","1021"
"19747","1022"
"19747","1023"
"19747","1024"
"19747","1025"
"19747","1026"
"19747","1027"
"19747","1028"
"19747","1029"
"19747","1030"
"19747","1031"
"19747","1032"
"19747","1033"
"19747","1034"
"19747","1035"
"19747","1036"
"19747","1037"
"19747","1038"
"19747","1039"
"19747","1040"
"19747","1041"
"19747","1042"
"19747","1043"
"19747","1044"
"19747","1045"
"19747","1046"
"19747","1047"
"19747","1048"
"19747","1049"
"19747","1050"
"19747","1051"
"19747","1052"
"19747","1053"
"19747","1054"
"19747","1055"
"19747","1056"
"19747","1057"
"19747","1058"
"19747","1059"
"19747","1060"
"19747","1061"
"19747","1062"
"19747","1063"
"19747","1064"
"19747","1065"
"19747","1066"
"19747","1067"
"19747","1068"
"19747","1069"
"19747","1070"
"19747","1071"
"19747","1072"
"19747","1073"
"19747","1074"
"19747","1075"
"19747","1076"
"19747","1077"
"19747","1078"
"19747","1079"
"19747","1080"
"19747","1081"
"19747","1082"
"19747","1083"
"19747","1084"
"19747","1085"
"19747","1086"
"19747","1087"
"19747","1088"
"19747","1089"
"19747","1090"
"19747","1091"
"19747","1092"
"19747","1093"
"19747","1094"
"19747","1095"
"19747","1096"
"19747","1097"
"19747","1098"
"19747","1099"
"19747","1100"
"19747","1101"
"19747","1102"
"19747","1103"
"19747","1104"
"19747","1105"
"19747","1106"
"19747","1107"
"19747","1108"
"19747","1109"
"19747","1110"
"19747","1111"
"19747","1112"
"19747","1113"
"19747","1114"
"19747","1115"
"19747","1116"
"19747","1117"
"19747","1118"
"19747","1119"
"19747","1120"
"19747","1121"
"19747","1122"
"19747","1123"
"19747","1124"
"19747","1125"
"19747","1126"
"19747","1127"
"19747","1128"
"19747","1129"
"19747","1130"
"19747","1131"
"19747","1132"
"19747","1133"
"19747","1134"
"19747","1135"
"19747","1136"
"19747","1137"
"19747","1138"
"19747","1139"
"19747","1140"
"19747","1141"
"19747","1142"
"19747","1143"
"19747","1144"
"19747","1145"
"19747","1146"
"19747","1147"
"19747","1148"
"19747","1149"
"19747","1150"
"19747","1151"
"19747","1152"
"19747","1153"
"19747","1154"
"19747","1155"
"19747","1156"
"19747","1157"
"19747","1158"
"19747","1159"
"19747","1160"
"19747","1161"
"19747","1162"
"19747","1163"
"19747","1164"
"19747","1165"
"19747","1166"
"19747","1167"
"19747","1168"
"19747","1169"
"19747","1170"
"19747","1171"
"19747","1172"
"19747","1173"
"19747","1174"
"19747","1175"
"19747","1176"
"19747","1177"
