"SNOHandle_","SNOHandle_Id","PRTransform_","PRTransform_Quaternion_","PRTransform_Quaternion_W","PRTransform_Quaternion_Vector3D_","PRTransform_Quaternion_Vector3D_X","PRTransform_Quaternion_Vector3D_Y","PRTransform_Quaternion_Vector3D_Z","PRTransform_Vector3D_","PRTransform_Vector3D_X","PRTransform_Vector3D_Y","PRTransform_Vector3D_Z","SceneSpecification_","SceneSpecification_CellZ","SceneSpecification_Cell_","SceneSpecification_Cell_X","SceneSpecification_Cell_Y","SceneSpecification_SNOLevelAreas_0","SceneSpecification_SNOLevelAreas_1","SceneSpecification_SNOLevelAreas_2","SceneSpecification_SNOLevelAreas_3","SceneSpecification_SNOPrevWorld","SceneSpecification_Unknown1","SceneSpecification_SNOPrevLevelArea","SceneSpecification_SNONextWorld","SceneSpecification_Unknown2","SceneSpecification_SNONextLevelArea","SceneSpecification_SNOMusic","SceneSpecification_SNOCombatMusic","SceneSpecification_SNOAmbient","SceneSpecification_SNOReverb","SceneSpecification_SNOWeather","SceneSpecification_SNOPresetWorld","SceneSpecification_Unknown3","SceneSpecification_Unknown4","SceneSpecification_Unknown5","SceneSpecification_ClusterID","SceneSpecification_SceneCachedValues_","SceneSpecification_SceneCachedValues_Unknown1","SceneSpecification_SceneCachedValues_Unknown2","SceneSpecification_SceneCachedValues_Unknown3","SceneSpecification_SceneCachedValues_AABB1_","SceneSpecification_SceneCachedValues_AABB1_Min_","SceneSpecification_SceneCachedValues_AABB1_Min_X","SceneSpecification_SceneCachedValues_AABB1_Min_Y","SceneSpecification_SceneCachedValues_AABB1_Min_Z","SceneSpecification_SceneCachedValues_AABB1_Max_","SceneSpecification_SceneCachedValues_AABB1_Max_X","SceneSpecification_SceneCachedValues_AABB1_Max_Y","SceneSpecification_SceneCachedValues_AABB1_Max_Z","SceneSpecification_SceneCachedValues_AABB2_","SceneSpecification_SceneCachedValues_AABB2_Min_","SceneSpecification_SceneCachedValues_AABB2_Min_X","SceneSpecification_SceneCachedValues_AABB2_Min_Y","SceneSpecification_SceneCachedValues_AABB2_Min_Z","SceneSpecification_SceneCachedValues_AABB2_Max_","SceneSpecification_SceneCachedValues_AABB2_Max_X","SceneSpecification_SceneCachedValues_AABB2_Max_Y","SceneSpecification_SceneCachedValues_AABB2_Max_Z","SceneSpecification_SceneCachedValues_Unknown4_0","SceneSpecification_SceneCachedValues_Unknown4_1","SceneSpecification_SceneCachedValues_Unknown4_2","SceneSpecification_SceneCachedValues_Unknown4_3","SceneSpecification_SceneCachedValues_Unknown5","Id"
"True","33062","True","True","1","True","0","0","0","True","480","-480","0","True","0","True","0","0","-1","-1","-1","-1","-1","0","-1","-1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","11"
"True","1889","True","True","1","True","0","0","0","True","240","-480","0","True","0","True","0","0","19787","-1","-1","-1","-1","0","-1","-1","0","-1","-1","-1","-1","-1","50542","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","12"
"True","33072","True","True","1","True","0","0","0","True","240","-240","0","True","0","True","0","0","19787","-1","-1","-1","-1","0","-1","-1","0","-1","-1","-1","-1","-1","50542","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","13"
"True","74008","True","True","1","True","0","0","0","True","-240","-240","0","True","0","True","0","0","19787","-1","-1","-1","-1","0","-1","-1","0","-1","-1","-1","-1","-1","50542","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","14"
"True","33198","True","True","1","True","0","0","0","True","0","0","0","True","0","True","0","0","-1","-1","-1","-1","-1","0","-1","-1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","15"
"True","62985","True","True","1","True","0","0","0","True","0","240","0","True","0","True","0","0","60601","-1","-1","-1","71150","0","-1","-1","0","-1","-1","-1","-1","-1","50542","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","16"
"True","60885","True","True","1","True","0","0","0","True","-10","50","-0.00003051758","True","0","True","0","0","60714","-1","-1","-1","50579","0","-1","-1","0","-1","-1","-1","-1","-1","50535","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","17"
"True","61490","True","True","1","True","0","0","0","True","-80","0","0","True","0","True","0","0","149669","-1","-1","-1","-1","0","-1","-1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","18"
"True","81866","True","True","1","True","0","0","0","True","0","360","0.00003051758","True","0","True","0","0","62968","-1","-1","-1","71150","8","19929","-1","-1","-1","178035","-1","-1","-1","-1","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","19"
"True","33347","True","True","1","True","0","0","0","True","3120","2160","0","True","0","True","0","0","202446","-1","19947","-1","-1","0","-1","-1","0","-1","137975","-1","160591","-1","78368","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","20"
"True","33348","True","True","1","True","0","0","0","True","3360","2160","0","True","0","True","0","0","19947","156038","202446","-1","-1","0","-1","-1","0","-1","-1","-1","160591","-1","78368","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","21"
"True","33349","True","True","1","True","0","0","0","True","3600","2160","0","True","0","True","0","0","19947","156038","-1","-1","-1","0","-1","-1","0","-1","-1","-1","160591","-1","78368","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","22"
"True","33355","True","True","1","True","0","0","0","True","3120","2400","0","True","0","True","0","0","19947","-1","-1","-1","-1","0","-1","-1","0","-1","-1","-1","-1","-1","78368","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","23"
"True","33356","True","True","1","True","0","0","0","True","3360","2400","0","True","0","True","0","0","19947","156038","-1","-1","-1","0","-1","-1","0","-1","-1","-1","-1","-1","78368","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","24"
"True","56593","True","True","1","True","0","0","0","True","2460","840","0","True","0","True","0","0","19952","19952","-1","-1","-1","0","-1","-1","0","-1","141670","-1","161928","-1","63337","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","25"
"True","51263","True","True","1","True","0","0","0","True","2220","120","0","True","0","True","0","0","19952","-1","-1","-1","-1","0","-1","-1","0","-1","141670","-1","161928","-1","50551","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","26"
"True","2847","True","True","1","True","0","0","0","True","2220","360","0","True","0","True","0","0","19952","-1","-1","-1","-1","0","-1","-1","0","-1","141670","-1","161928","-1","50551","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","27"
"True","58969","True","True","1","True","0","0","0","True","1500","-120","0","True","0","True","0","0","19953","61573","-1","-1","-1","0","-1","-1","0","-1","141670","-1","-1","-1","50551","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","28"
"True","58974","True","True","1","True","0","0","0","True","1500","120","0","True","0","True","0","0","19953","61573","-1","-1","-1","0","-1","-1","0","-1","141670","-1","7114","-1","50551","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","29"
"True","60702","True","True","1","True","0","0","0","True","1740","120","0","True","0","True","0","0","19952","61573","-1","-1","-1","0","-1","-1","0","-1","141670","-1","161928","-1","50551","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","30"
"True","60695","True","True","1","True","0","0","0","True","1740","-120","0","True","0","True","0","0","61573","61573","-1","-1","-1","0","-1","-1","0","-1","141670","-1","-1","-1","50551","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","31"
"True","1911","True","True","1","True","0","0","0","True","1980","-600","0","True","0","True","0","0","19952","-1","-1","-1","-1","0","-1","-1","0","-1","141670","-1","161928","-1","50551","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","32"
"True","33482","True","True","1","True","0","0","0","True","2220","-600","-0.0001220703","True","0","True","0","0","19952","-1","-1","-1","-1","0","-1","-1","0","-1","141670","-1","161928","-1","50551","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","33"
"True","59060","True","True","1","True","0","0","0","True","2220","-360","0","True","0","True","0","0","19952","179835","-1","-1","-1","0","-1","-1","0","-1","141670","-1","161928","-1","50551","-1","-1","-1","0","1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","34"
"True","33481","True","True","1","True","0","0","0","True","2940","120","0","True","0","True","0","0","19952","-1","-1","-1","-1","0","-1","-1","0","-1","141670","-1","161928","-1","50551","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","35"
"True","33479","True","True","1","True","0","0","0","True","2460","-600","0","True","0","True","0","0","19952","-1","-1","-1","-1","0","-1","-1","0","-1","141670","-1","161928","-1","50551","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","36"
"True","33479","True","True","1","True","0","0","0","True","2940","-120","0","True","0","True","0","0","19952","-1","-1","-1","-1","0","-1","-1","0","-1","141670","-1","161928","-1","50551","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","37"
"True","33480","True","True","1","True","0","0","0","True","2700","-120","0.0001220703","True","0","True","0","0","19952","-1","-1","-1","-1","0","-1","-1","0","-1","141670","-1","161928","-1","50551","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","38"
"True","33478","True","True","1","True","0","0","0","True","2700","360","0","True","0","True","0","0","19952","179835","-1","-1","-1","0","-1","-1","0","-1","141670","-1","161928","-1","50551","-1","-1","-1","0","1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","39"
"True","33477","True","True","1","True","0","0","0","True","2940","360","0","True","0","True","0","0","19952","-1","-1","-1","-1","0","-1","-1","0","-1","141670","-1","161928","-1","50551","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","40"
"True","59105","True","True","1","True","0","0","0","True","2700","120","0","True","0","True","0","0","19952","134002","179566","179567","-1","0","-1","-1","0","-1","141670","-1","161928","-1","50551","-1","-1","-1","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","41"
"True","59105","True","True","1","True","0","0","0","True","2220","-120","0","True","0","True","0","0","19952","134002","179566","179567","-1","0","-1","-1","0","-1","141670","-1","161928","-1","50551","-1","-1","-1","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","42"
"True","62697","True","True","1","True","0","0","0","True","2700","840","0.00006103516","True","0","True","0","0","19952","19954","-1","-1","-1","0","-1","-1","0","-1","141670","-1","161928","-1","63337","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","43"
"True","33250","True","True","1","True","0","0","0","True","3000","3120","0","True","0","True","0","0","19940","-1","-1","-1","-1","0","-1","-1","0","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","44"
"True","60258","True","True","1","True","0","0","0","True","1320","3360","79.99988","True","0","True","0","0","1199","-1","-1","-1","-1","0","-1","-1","0","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","45"
"True","51253","True","True","1","True","0","0","0","True","3000","3360","0.00006103516","True","0","True","0","0","19940","-1","-1","-1","-1","0","-1","-1","0","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","46"
"True","62716","True","True","1","True","0","0","0","True","2520","3600","0.00006103516","True","0","True","0","0","19940","129375","-1","80116","-1","0","-1","-1","0","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","3","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","47"
"True","74866","True","True","1","True","0","0","0","True","2880","3960","0","True","0","True","0","0","19940","93632","-1","-1","-1","0","-1","-1","0","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","48"
"True","74854","True","True","1","True","0","0","0","True","3000","3960","-0.00003051758","True","0","True","0","0","19940","-1","-1","-1","-1","0","-1","-1","0","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","49"
"True","74864","True","True","1","True","0","0","0","True","2640","4080","0.00003051758","True","0","True","0","0","93632","-1","-1","-1","-1","0","-1","-1","0","-1","144268","-1","-1","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","50"
"True","74860","True","True","1","True","0","0","0","True","2760","4080","-0.00003051758","True","0","True","0","0","93632","-1","-1","-1","-1","0","-1","-1","0","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","51"
"True","74857","True","True","1","True","0","0","0","True","2880","4080","0","True","0","True","0","0","93632","-1","-1","-1","-1","0","-1","-1","0","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","52"
"True","74853","True","True","1","True","0","0","0","True","3000","4080","0","True","0","True","0","0","93632","-1","-1","-1","-1","0","-1","-1","0","-1","144268","-1","-1","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","53"
"True","74856","True","True","1","True","0","0","0","True","2880","4200","-0.00003051758","True","0","True","0","0","93632","-1","-1","-1","-1","0","-1","-1","0","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","54"
"True","74852","True","True","1","True","0","0","0","True","3000","4200","-0.00003051758","True","0","True","0","0","93632","-1","-1","-1","-1","0","-1","-1","0","-1","144268","-1","-1","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","55"
"True","74855","True","True","1","True","0","0","0","True","2880","4320","0","True","0","True","0","0","93632","-1","-1","-1","-1","0","-1","-1","0","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","56"
"True","74851","True","True","1","True","0","0","0","True","3000","4320","0","True","0","True","0","0","93632","-1","-1","-1","-1","0","-1","-1","0","-1","144268","-1","-1","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","57"
"True","74863","True","True","1","True","0","0","0","True","2640","4200","0","True","0","True","0","0","93632","-1","-1","-1","-1","0","-1","-1","0","-1","144268","-1","-1","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","58"
"True","74859","True","True","1","True","0","0","0","True","2760","4200","0.00003051758","True","0","True","0","0","93632","-1","-1","-1","-1","0","-1","-1","0","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","59"
"True","74862","True","True","1","True","0","0","0","True","2640","4320","0","True","0","True","0","0","93632","-1","-1","-1","-1","0","-1","-1","0","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","60"
"True","74858","True","True","1","True","0","0","0","True","2760","4320","-0.00003051758","True","0","True","0","0","93632","-1","-1","-1","-1","0","-1","-1","0","-1","144268","-1","167050","-1","50545","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","61"
"True","74227","True","True","1","True","0","0","0","True","3240","1080","0","True","0","True","0","0","19954","-1","-1","-1","-1","0","-1","-1","0","-1","141670","-1","162552","-1","63337","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","62"
"True","74356","True","True","1","True","0","0","0","True","2880","1560","-0.00006103516","True","0","True","0","0","19954","-1","-1","-1","-1","0","-1","-1","0","-1","141670","-1","162552","-1","63337","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","63"
"True","74234","True","True","1","True","0","0","0","True","3360","1440","0","True","0","True","0","0","19954","145066","145057","-1","-1","0","-1","-1","0","-1","141670","-1","162552","-1","63337","-1","-1","-1","0","7","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","64"
"True","74234","True","True","1","True","0","0","0","True","3240","1320","-0.00003051758","True","0","True","0","0","19954","145066","145057","-1","-1","0","-1","-1","0","-1","141670","-1","162552","-1","63337","-1","-1","-1","0","7","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","65"
"True","75283","True","True","1","True","0","0","0","True","3000","1560","0","True","0","True","0","0","19954","-1","-1","-1","-1","0","-1","-1","0","-1","141670","-1","162552","-1","63337","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","66"
"True","74234","True","True","1","True","0","0","0","True","3000","1440","-0.00003051758","True","0","True","0","0","19954","145066","145057","-1","-1","0","-1","-1","0","-1","141670","-1","162552","-1","63337","-1","-1","-1","0","7","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","67"
"True","74363","True","True","1","True","0","0","0","True","3120","1560","0.00003051758","True","0","True","0","0","19954","-1","-1","-1","-1","0","-1","-1","0","-1","141670","-1","162552","-1","63337","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","68"
"True","74234","True","True","1","True","0","0","0","True","3360","1320","-0.00003051758","True","0","True","0","0","19954","145066","145057","-1","-1","0","-1","-1","0","-1","141670","-1","162552","-1","63337","-1","-1","-1","0","7","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","69"
"True","74307","True","True","1","True","0","0","0","True","3480","1200","0","True","0","True","0","0","19954","-1","-1","-1","-1","0","-1","-1","0","-1","141670","-1","162552","-1","63337","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","70"
"True","75297","True","True","1","True","0","0","0","True","3480","1560","0","True","0","True","0","0","19954","-1","-1","-1","-1","0","-1","-1","0","-1","141670","-1","162552","-1","63337","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","71"
"True","74234","True","True","1","True","0","0","0","True","3360","1560","0","True","0","True","0","0","19954","145066","145057","-1","-1","0","-1","-1","0","-1","141670","-1","162552","-1","63337","-1","-1","-1","0","7","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","72"
"True","74329","True","True","1","True","0","0","0","True","3120","1200","0","True","0","True","0","0","19954","-1","-1","-1","-1","0","-1","-1","0","-1","141670","-1","162552","-1","63337","-1","-1","-1","0","-1","True","0","0","0","True","True","0","0","0","True","0","0","0","True","True","0","0","0","True","0","0","0","0","0","0","0","0","73"
